Product name,Price,Brand,CPU Model,RAM size,Storage,Screen size,Battery,CPU Cache Size,CPU Cores,CPU Frequency,NPU,GPU,RAM frequency,RAM slots,RAM type,Audio,Webcam,OS,Ports,Size,Weight,Material,Color,Wireless connection,Keyboard,LED,Security,box,Series laptop,Part-number,Warranty,Refresh rate,Display Resolution,Screen Brightness ,Usage category
Laptop LG Gram 17Z90S-G.AH78A5,47990000.0,LG,Intel Core Ultra 7155H,16.0,1024.0,17.0,77.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,Intel Arc Graphics,7467MHz,2.0,,Dolby Atmos,FHD,Windows 11 Home,"2 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 100 Mbps",378.8 x 258.8 x 16 mm,1.38 kg,,Đen,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,,USB-C to RJ45 adapter (B2B option),Gram,G.AH78A5,12 tháng,,2560 x 1600,400.0,basic
Laptop ACER Nitro V 16 ProPanel ANV16-41-R6ZY,26290000.0,ACER,AMD Ryzen 5 8645HS,16.0,512.0,16.0,57.0,16MB,6.0,4.3 GHz,AMD Ryzen AI up to 31 TOPs,NVIDIA GeForce RTX 3050,5600MHz,2.0,DDR5,,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",361.8 x 278.4 x 24.74/25.46 mm,2.5 kg,Vỏ nhôm,Đen,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Có phím Copilot , có phím số , LED",không đèn,,"Adapter, dây nguồn, HDSD,…",Nitro V,NH.QP2SV.002,12 tháng,165.0,1920 x 1080,300.0,Gaming
Laptop AI HP Envy X360 14-fc0091TU - A19C1PA,29990000.0,HP,Intel Core Ultra 5125U,16.0,1024.0,14.0,59.0,12MB,12.0,1.3 GHz,Intel AI Boost NPU,Intel Arc Graphics,6400MHz,1.0,LPDDR5,HP Audio Boost,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",31.34 x 21.89 x 1.69 cm,1.4 kg,,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",,,,Envy X360,A19C1PA,12 tháng,120.0,2880 x 1800,500.0,basic
Laptop HP Probook 440 G11 - A74B5PT,21690000.0,HP,Intel Core Ultra 5125U,16.0,512.0,14.0,56.0,12MB,12.0,1.3 GHz,Intel AI Boost NPU,Intel Arc Graphics,5600MHz,1.0,DDR5,,HD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",31.86 x 22.44 x 1.09 cm (front); 31.86 x 22.43 x 1.7 cm (rear),1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn,…",ProBook,A74B5PT,12 tháng,,1920 x 1200,,basic
Laptop AI HP Envy X360 14-fc0085TU - A19BVPA,32990000.0,HP,Intel Core Ultra 7155U,32.0,512.0,14.0,59.0,12MB,12.0,1.7 GHz,Intel AI Boost NPU,Intel Arc Graphics,6400MHz,1.0,LPDDR5,HP Audio Boost,HD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",31.34 x 21.89 x 1.69 cm,1.4 kg,,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",,,,Envy X360,A19BVPA,12 tháng,120.0,2880 x 1800,500.0,basic
Laptop AI HP Envy X360 14-fa0047AU - A19BPPA,31690000.0,HP,AMD Ryzen 7 8840HS,16.0,1024.0,14.0,59.0,16MB,8.0,3.3 GHz,AMD RyzenAI up to 38 TOPs,AMD Radeon 780M,6400MHz,1.0,LPDDR5,HP Audio Boost,HD,Windows 11 Home SL,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI",31.33 x 21.89 x 1.69 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",,,,Envy X360,A19BPPA,12 tháng,120.0,2880 x 1800,500.0,basic
Laptop AI HP Probook 440 G11 - A74BHPT,25690000.0,HP,Intel Core Ultra 7155U,16.0,512.0,14.0,56.0,12MB,12.0,1.7 GHz,Intel AI Boost NPU,Intel Arc Graphics,5600MHz,1.0,DDR5,,HD,Windows 11 Home,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",31.86 x 22.44 x 1.09 cm (front); 31.86 x 22.43 x 1.7 cm (rear),1.4 kg,Vỏ nhôm,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",không đèn,Vân tay,"Adapter, dây nguồn,…",ProBook,A74BHPT,12 tháng,,1920 x 1200,,basic
Laptop MSI Stealth 18 Mercedes AMG A1VHG-080VN,99990000.0,MSI,Intel Core Ultra 9185H,64.0,2048.0,18.0,99.0,24MB,16.0,3.9 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4080,5600MHz,2.0,DDR5,,FHD,Windows 11 Home,"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 2500 Mbps",399.99 x 289.67 x 19.9-23.99 mm,2.9 kg,,Đen,"WiFi 7 BE , Bluetooth 5.4","Bàn phím gaming RGB Per-Key của SteelSeries với phím Copilot , có phím số , RGB",không đèn,"Vân tay - Fingerprint Security, Firmware Trusted Platform Module(fTPM) 2.0, Webcam Shutter, Kensington Lock",280W Adapter,Stealth,080VN,24 tháng,120.0,3840 x 2400,,Gaming
Laptop LG Gram 2024 16Z90S-G.AH76A5,44490000.0,LG,Intel Core Ultra 7155H,16.0,512.0,16.0,77.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,Intel Arc Graphics,7467MHz,2.0,LPDDR5,Dolby Atmos,FHD,Windows 11 Home,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",355.1 x 242.3 x 15.7 mm,1.2 kg,,Xám,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,,USB-C to RJ45 adapter (B2B option),Gram,G.AH76A5,12 tháng,,2560 x 1600,400.0,basic
Laptop gaming MSI Stealth 18 AI Studio A1VHG-058VN,93990000.0,MSI,Intel Core Ultra 9185H,32.0,2048.0,18.0,99.0,24MB,16.0,3.9 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4080,5600MHz,1.0,DDR5,"Nahimic, Hi-Res Audio",FHD,Windows 11 Home,"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 2500 Mbps",399.99 x 289.67 x 19.9-23.99 mm,2.9 kg,,Đen,"Wi-Fi 7 BE , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , có phím số , RGB",,"Vân tay, Khuôn mặt",Adapter,Stealth,058VN,36 tháng,120.0,3840 x 2400,,Gaming
Laptop AI Dell XPS13 9340 - HXRGT,56090000.0,Dell,Intel Core Ultra 7155H,16.0,1024.0,13.4,55.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,Intel Arc Graphics,7467MHz,1.0,LPDDR5,Dolby Atmos,FHD,Windows 11 Home SL + Office Home & Student 2021,2 x Thunderbolt 4,29.53 x 19.91 x 1.53 cm,1.2 kg,Vỏ nhôm,Bạc,"Wi-Fi 7 BE , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , không phím số , LED",,Vân tay,,XPS,HXRGT,12 tháng,120.0,2560 x 1600,500.0,basic
Laptop gaming MSI Stealth 18 AI Studio A1VGG-008VN,75990000.0,MSI,Intel Core Ultra 9185H,32.0,2048.0,18.0,99.0,24MB,16.0,3.9 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4070,5600MHz,2.0,DDR5,"Nahimic, Hi-Res Audio",FHD,Windows 11 Home SEA,"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",399.99 x 289.67 x 19.9-23.99 mm,2.9 kg,Vỏ hợp kim Nhôm,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , có phím số , RGB",,"Vân tay, Khuôn mặt","Stealth Trooper Backpack II, MSI Gaming Headset H901, MSI Wireless Gaming Mouse_ M18, Lót chuột, Móc chìa khóa rồng, Adapter, dây nguồn,…",Stealth,008VN,36 tháng,,3840 x 2400,1000.0,Gaming
Laptop MSI Stealth 16 Mercedes AMG Motorsport A1VGG-293VN,70990000.0,MSI,Intel Core Ultra 9185H,32.0,2048.0,16.0,65.0,24MB,16.0,3.9 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4070,5600MHz,2.0,DDR5,,FHD,Windows 11 Home SEA,"1 x USB Type C / DisplayPort
1 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",355.8 x 259.7 x 19.95 mm,2 kg,,Xám,"Wi-Fi 7 BE , Bluetooth 5.4","Bàn phím thường , có phím số , RGB",,"Vân tay, Khuôn mặt","MSI M66 AMG Gaming Mouse, MSI Dual Drive 128GB, Túi cầm tay MSI AMG, Lót chuột MSI AMG, Adapter, dây nguồn,…",Stealth,293VN,24 tháng,240.0,2560 x 1600,600.0,Gaming
Laptop gaming MSI Stealth 14 AI Studio A1VFG-085VN,49490000.0,MSI,Intel Core Ultra 7155H,32.0,1024.0,14.0,72.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4060,5600MHz,2.0,DDR5,"Nahimic, Hi-Res Audio",FHD,Windows 11 Home SEA,"1 x USB Type C / DisplayPort
1 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",315.6 x 246.25 x 19.9-21.8 mm,1.7 kg,,Xanh,"Wi-Fi 7 BE , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , không phím số , RGB",,Khuôn mặt,"Stealth Trooper Backpack II, MSI Gaming Headset H901, MSI Wireless Gaming Mouse_ M18, Lót chuột, Móc chìa khóa rồng, Adapter, dây nguồn,…",Stealth,085VN,24 tháng,,2880 x 1800,,Gaming
Laptop AI HP Envy x360 14-fc0090TU - A19C0PA,31090000.0,HP,Intel Core Ultra 7155U,16.0,512.0,14.0,59.0,12MB,12.0,1.7 GHz,Intel AI Boost NPU,Intel Arc Graphics,6400MHz,1.0,LPDDR5,HP Audio Boost,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",31.33 x 21.89 x 1.69 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,,"Adapter, dây nguồn, pen…",Envy X360,A19C0PA,12 tháng,,2880 x 1800,500.0,basic
Laptop AI HP Spectre x360 14-eu0051TU - A2NL3PA,51590000.0,HP,Intel Core Ultra 7155H,16.0,1024.0,14.0,68.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,Intel Arc Graphics,7467MHz,1.0,LPDDR5,HP Audio Boost,HD,Windows 11 Home,"1 x USB 3.2
2 x Thunderbolt 4
Audio combo",31.37 x 22.04 x 1.69 cm,1.4 kg,,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,Vân tay,"Adapter, dây nguồn, pen,…",Spectre,A2NL3PA,12 tháng,,2880 x 1800,500.0,basic
Laptop AI ACER Predator Helios Neo 14 PHN14-51-99Y8,47690000.0,ACER,Intel Core Ultra 9185H,32.0,1024.0,14.5,76.0,24MB,16.0,3.9 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4060,6400MHz,1.0,LPDDR5,DTS X:Ultra Audio,HD,Windows 11 Home SL,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",324.12 x 255.35 x 19.52 - 20.90 mm,1.9 kg,Vỏ nhôm,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , RGB",không đèn,,"Adapter, dây nguồn, HDSD,…",Predator,NH.QRPSV.001,12 tháng,165.0,3072 x 1920,400.0,Gaming
Laptop ACER Predator Helios Neo 14 PHN14-51-96HG,58490000.0,ACER,Intel Core Ultra 9185H,32.0,1024.0,14.5,76.0,24MB,16.0,3.9 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4070,6400MHz,1.0,LPDDR5,DTS X:Ultra Audio,HD,Windows 11 Home SL,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",324.12 x 255.35 x 19.52/20.90 mm,1.9 kg,Vỏ nhôm,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , RGB",không đèn,,"Adapter, dây nguồn, HDSD,…",Predator,NH.QRNSV.001,12 tháng,165.0,3072 x 1920,400.0,Gaming
Laptop MSI Katana A15 AI B8VG-466VN,39990000.0,MSI,AMD Ryzen 9 8945HS,16.0,1024.0,15.6,54.0,16MB,8.0,4.0 GHz,AMD RyzenAI up to 39 TOPs,NVIDIA GeForce RTX 4070,5600MHz,1.0,DDR5,"Nahimic, Hi-Res Audio",HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x USB 2.0
2 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",359 x 259 x 24.9 mm,2.3 kg,,Đen,"AMD Wi-Fi 6E , Bluetooth 5.2","Bàn phím Chiclet với phím Copilot , có phím số , RGB",,,"Adapter, chuột",Katana,466VN,24 tháng,144.0,1920 x 1080,,Gaming
Laptop AI HP Envy x360 14-fa0049AU - A19BRPA,27790000.0,HP,AMD Ryzen 5 8640HS,16.0,1024.0,14.0,59.0,16MB,6.0,3.5 GHz,AMD RyzenAI up to 31 TOPs,AMD Radeon 760M,6400MHz,1.0,LPDDR5,HP Audio Boost,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",31.33 x 21.89 x 1.69 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , LED",,,"Adapter, dây nguồn, pen…",Envy X360,A19BRPA,12 tháng,,2880 x 1800,500.0,basic
Laptop gaming HP Victus 16-s0136AX - 9Q984PA,26390000.0,HP,AMD Ryzen 5 7640HS,32.0,512.0,16.1,70.0,16MB,6.0,4.3 GHz,AMD RyzenAI up to 10 TOPs,NVIDIA GeForce RTX 3050,5600MHz,2.0,DDR5,HP Audio Boost,FHD,Windows 11 Home,"1 x USB Type C / DisplayPort
3 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",36.9 x 25.94 x 2.29 - 2.39 cm,2.3 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , RGB",,,"Adapter, dây nguồn,…",VICTUS,9Q984PA,12 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop AI HP Envy x360 14-fc0093TU - A19C3PA,27390000.0,HP,Intel Core Ultra 5125U,16.0,512.0,14.0,59.0,12MB,12.0,1.3 GHz,Intel AI Boost NPU,Intel Arc Graphics,6400MHz,1.0,LPDDR5,HP Audio Boost,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",31.33 x 21.89 x 1.69 cm,1.4 kg,,Xanh,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,,"Adapter, dây nguồn, pen…",Envy X360,A19C3PA,12 tháng,,2880 x 1800,500.0,basic
Laptop AI HP 15s 15-fd1058TU - 9Z2X6PA,24590000.0,HP,Intel Core Ultra 7155H,16.0,1024.0,15.6,41.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,Intel Arc Graphics,3200MHz,2.0,DDR4,HP Audio Boost,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",35.98 x 23.6 x 1.86 cm,1.6 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth","Bàn phím thường , có phím số , không đèn",,,"Adapter, dây nguồn,…",HP 15s,9Z2X6PA,12 tháng,,1920 x 1080,300.0,basic
Laptop AI HP Envy x360 14-fa0046AU - A19BNPA,30890000.0,HP,AMD Ryzen 7 8840HS,32.0,512.0,14.0,59.0,16MB,8.0,3.3 GHz,AMD RyzenAI up to 38 TOPs,AMD Radeon 780M,6400MHz,1.0,LPDDR5,DTS X:Ultra Audio,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",31.33 x 21.89 x 1.69 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím Chiclet với phím Copilot , không phím số , LED",,,"Adapter, dây nguồn, pen…",Envy X360,A19BNPA,12 tháng,,2880 x 1800,400.0,basic
Laptop AI HP Envy x360 14-fa0045AU - A19BMPA,32590000.0,HP,AMD Ryzen 7 8840HS,32.0,1024.0,14.0,59.0,16MB,8.0,3.3 GHz,AMD RyzenAI up to 38 TOPs,AMD Radeon 780M,6400MHz,1.0,LPDDR5,HP Audio Boost,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",31.33 x 21.89 x 1.69 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , LED",,,"Adapter, dây nguồn, pen…",Envy X360,A19BMPA,12 tháng,,2880 x 1800,500.0,basic
Laptop AI HP Envy x360 14-fc0088TU - A19BYPA,33790000.0,HP,Intel Core Ultra 7155U,16.0,1024.0,14.0,59.0,12MB,12.0,1.7 GHz,Intel AI Boost NPU,Intel Arc Graphics,6400MHz,1.0,LPDDR5,HP Audio Boost,HD,Windows 11 Home,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI",31.33 x 21.89 x 1.69 cm,1.4 kg,,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Bàn phím thường , không phím số , LED",,,"Adapter, dây nguồn, pen…",Envy X360,A19BYPA,12 tháng,,2880 x 1800,500.0,basic
Laptop gaming MSI Stealth 18 AI Studio A1VHG-025VN,94990000.0,MSI,Intel Core Ultra 9185H,32.0,2048.0,18.0,99.0,24MB,16.0,3.9 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4080,5600MHz,1.0,DDR5,"Nahimic, Hi-Res Audio",FHD,Windows 11 Home,"1 x USB Type C / DisplayPort
2 x USB 3.2
1 x Thunderbolt 4
1 x SD card slot
Audio combo
1 x HDMI
LAN 2500 Mbps",399.99 x 289.67 x 19.9-23.99 mm,3 kg,Vỏ hợp kim Nhôm,Đen,"Wi-Fi 7 , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , có phím số , RGB",,"Vân tay, Khuôn mặt",,Stealth,025VN,36 tháng,120.0,3840 x 2400,1000.0,Gaming
Laptop MSI Pulse 16 AI C1VGKG-061VN,52990000.0,MSI,Intel Core Ultra 9185H,32.0,1024.0,16.0,90.0,24MB,16.0,3.9 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4070,,2.0,DDR5,"Nahimic, Hi-Res Audio",HD,Windows 11 Home SEA,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",35.9 x 26.64 x 2.18-2.79 cm,2.5 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , có phím số , RGB",không đèn,,"Adapter, dây nguồn",,061VN,24 tháng,240.0,2560 x 1600,,Gaming
Laptop AI ASUS Zenbook S 13 OLED UX5304MA-NQ117W,42390000.0,ASUS,Intel Core Ultra 7155U,32.0,1024.0,13.3,63.0,12MB,12.0,1.7 GHz,Intel AI Boost NPU,Intel Arc Graphics,5200MHz,1.0,LPDDR5,Smart Amp Technology,FHD,Windows 11 Home,"1 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",29.62 x 21.63 x 1.09 ~ 1.18 cm,1 kg,Vỏ nhôm,Xám,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , không phím số , LED",,Khuôn mặt,,ZenBook,90NB12V2-M006R0,24 tháng,,2880 x 1800,600.0,basic
Laptop AI Dell XPS 9340 - XPSU5002W1,55990000.0,Dell,Intel Core Ultra 5125H,16.0,2048.0,13.4,55.0,18MB,14.0,3.6 GHz,Intel AI Boost NPU,Intel Arc Graphics,7467MHz,1.0,LPDDR5,Dolby Atmos,FHD,Windows 11 Home SL + Office Home & Student 2021,Không,295.3 x 199.1 x 15.3 mm,1.2 kg,Vỏ nhôm,Bạc,"Wi-Fi 7 BE , Bluetooth 5.4","Bàn phím Chiclet với phím Copilot , không phím số , LED",,Vân tay,,XPS,XPSU5002W1,12 tháng,120.0,1920 x 1200,500.0,basic
Laptop ACER Swift Go AI 14 Gen 2 SFG14-73-71ZX,24749000.0,ACER,Intel Core Ultra 7155H,16.0,512.0,14.0,65.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,Intel Arc Graphics,6400MHz,1.0,LPDDR5,Acer TrueHarmony Technology,QHD,Windows 11 Home SL,"2 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",312.9 x 217.9 x 14.9 mm,1.3 kg,Vỏ nhôm,Bạc,"WiFi 7 BE , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",không đèn,Vân tay,,Swift Go,NX.KSLSV.002,12 tháng,120.0,2880 x 1800,400.0,basic
Laptop Asus Zenbook DUO OLED UX8406MA-PZ307W,46990000.0,ASUS,Intel Core Ultra 7155H,16.0,512.0,14.0,75.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,Intel Arc Graphics,,1.0,LPDDR5,Dolby Atmos,FHD,Windows 11 Home,"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",31.35 x 21.79 x 1.46 ~ 1.99 cm,1.6 kg,,Xám,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím thường , không phím số , không đèn",không đèn,Khuôn mặt,,ZenBook,90NB12U1-M00FF0,24 tháng,120.0,2880 x 1800,500.0,basic
Laptop MSI Prestige 13 AI Evo A1MG-062VN,30990000.0,MSI,Intel Core Ultra 7155H,32.0,1024.0,13.3,75.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,Intel Arc Graphics,6400MHz,1.0,LPDDR5,Hi-Res Audio,FHD,Windows 11 Home,"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",299 x 210 x 16.9 mm,0.9 kg,Vỏ hợp kim Nhôm,Xám,"Wi-Fi 7 BE , Bluetooth 5.3","Bàn phím Chiclet với phím Copilot , không phím số , LED",,Vân tay,,Prestige,062VN,24 tháng,,2880 x 1800,,basic
Laptop AI HP Victus 16-s0140AX - 9Q987PA,31190000.0,HP,AMD Ryzen 7 7840HS,32.0,512.0,16.1,70.0,16MB,8.0,3.8 GHz,AMD RyzenAI up to 10 TOPs,NVIDIA GeForce RTX 4050,5600MHz,2.0,DDR5,HP Audio Boost,FHD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",36.9 x 25.94 x 2.39 cm,2.3 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",,,,VICTUS,9Q987PA,12 tháng,144.0,1920 x 1080,250.0,Gaming
Laptop AI ASUS Zenbook 14 OLED - UX3405MA-PP152W,31290000.0,ASUS,Intel Core Ultra 7155H,32.0,1024.0,14.0,75.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,Intel Arc Graphics,,1.0,LPDDR5,Dolby Atmos,FHD,Windows 11 Home,"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",31.24 x 22.01 x 1.49 cm,1.2 kg,Vỏ kim loại,Xanh,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3","Bàn phím Chiclet , không phím số , LED",không đèn,Khuôn mặt,,ZenBook,90NB11R1-M00670,24 tháng,120.0,2880 x 1800,600.0,basic
Laptop AI ASUS Zenbook 14 OLED - UX3405MA-PP588W,25990000.0,ASUS,Intel Core Ultra 5125H,16.0,512.0,14.0,75.0,18MB,14.0,3.6 GHz,Intel AI Boost NPU,Intel Arc Graphics,,1.0,LPDDR5,Dolby Atmos,FHD,Windows 11 Home,"1 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",31.24 x 22.01 x 1.49 cm,1.2 kg,Vỏ kim loại,Bạc,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím Chiclet , không phím số , LED",,Khuôn mặt,"Adapter, dây nguồn, HDSD,…",ZenBook,90NB11R2-M00XV0,24 tháng,120.0,2880 x 1800,600.0,basic
Laptop gaming MSI Cyborg 15 AI A1VEK-053VN,29090000.0,MSI,Intel Core Ultra 7155H,16.0,512.0,15.6,54.0,24MB,16.0,3.8 GHz,Intel AI Boost NPU,NVIDIA GeForce RTX 4050,5600MHz,2.0,DDR5,"Nahimic, Hi-Res Audio",HD,Windows 11 Home SEA,"1 x USB Type C / DisplayPort
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",359.36 x 250.34 x 21.95-22.9 mm,2 kg,Vỏ nhôm,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2","Có phím Copilot , có phím số , RGB 4 vùng",,,"MSI Essential Backpack, Adapter, dây nguồn,…",Cyborg,053VN,24 tháng,,1920 x 1080,,Gaming
Laptop AI HP Victus 16-s0077AX,24590000.0,HP,AMD Ryzen 7 7840HS,16.0,512.0,16.1,70.0,16MB,8.0,3.8 GHz,AMD RyzenAI up to 10 TOPs,NVIDIA GeForce RTX 3050,5600MHz,2.0,DDR5,HP Audio Boost,FHD,Windows 11 Home SL,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",36.9 x 25.94 x 2.39 cm,2.3 kg,,Đen,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3","Bàn phím thường , có phím số , LED",không đèn,,Adapter,VICTUS,8C5N6PA,12 tháng,144.0,1920 x 1080,250.0,Gaming
